time; nodeID; CC; CC Name; endpoint; property; propertyName; propertyKey; propertyKeyName; value; label; type; readable; writable; default; description; unit; min; max; states; allowManualEntry; ccSpecific; other; propID; affordance; dataType; atType
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;48;Report Below Ultraviolet Threshold;8;;Disable;Report Below Ultraviolet Threshold;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-48-8;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;48;Report Above Temperature Threshold;16;;Disable;Report Above Temperature Threshold;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-48-16;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;48;Report Above Humidity Threshold;32;;Disable;Report Above Humidity Threshold;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-48-32;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;48;Report Above Luminance Threshold;64;;Disable;Report Above Luminance Threshold;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-48-64;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;48;Report Above Ultraviolet Threshold;128;;Disable;Report Above Ultraviolet Threshold;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-48-128;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;49;Upper Temperature Limit Unit;3840;;Fahrenheit;Upper Temperature Limit Unit;number;true;true;1;;;1;2;{"1":"Celsius","2":"Fahrenheit"};false;;;112-49-3840;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;49;Upper Temperature Limit;4294901760;;824;Upper Temperature Limit;number;true;true;280;;0.1 °C/°F;-400;2120;;true;;;112-49-4294901760;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;50;Lower Temperature Limit Unit;3840;;Fahrenheit;Lower Temperature Limit Unit;number;true;true;1;;;1;2;{"1":"Celsius","2":"Fahrenheit"};false;;;112-50-3840;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;50;Lower Temperature Limit;4294901760;;320;Lower Temperature Limit;number;true;true;0;;0.1 °C/°F;-400;2120;;true;;;112-50-4294901760;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;51;Upper Humidity Limit;;;60;Upper Humidity Limit;number;true;true;60;;%;0;100;;true;;;112-51;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;52;Lower Humidity Limit;;;49;Lower Humidity Limit;number;true;true;50;;%;0;100;;true;;;112-52;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;53;Upper Lighting Limit;;;1000;Upper Lighting Limit;number;true;true;1000;;lux;0;30000;;true;;;112-53;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;54;Lower Lighting Limit;;;100;Lower Lighting Limit;number;true;true;100;;lux;0;30000;;true;;;112-54;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;55;Upper Ultraviolet Limit;;;8;Upper Ultraviolet Limit;number;true;true;8;;;0;11;;true;;;112-55;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;56;Lower Ultraviolet Limit;;;4;Lower Ultraviolet Limit;number;true;true;4;;;0;11;;true;;;112-56;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;57;Temperature Recover Limit;65280;;20;Temperature Recover Limit;number;true;true;20;Defines the difference below or above the upper/lower limit after which the limit is reenabled; description: Defines the difference below or above the upper/lower limit after which the limit is reenabled;;1;255;;true;;;112-57-65280;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;57;Recover Limit Temperature Unit;255;;undefined;Recover Limit Temperature Unit;number;true;true;0;;;0;1;{"0":"Celsius","1":"Fahrenheit"};false;;;112-57-255;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;58;Humidity Recover Limit;;;5;Humidity Recover Limit;number;true;true;5;;%;1;50;;true;;;112-58;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;59;Lighting Recover Limit;;;10;Lighting Recover Limit;number;true;true;100;;lux;10;255;;true;;;112-59;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;60;Ultraviolet Recover Limit;;;2;Ultraviolet Recover Limit;number;true;true;2;;;1;5;;true;;;112-60;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;61;Temperature: Below Lower Limit;1;;False;Temperature: Below Lower Limit;number;true;false;0;;;0;1;{"0":"False","1":"True"};false;;;112-61-1;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;61;Temperature: Above Lower Limit;16;;False;Temperature: Above Lower Limit;number;true;false;0;;;0;1;{"0":"False","1":"True"};false;;;112-61-16;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;61;Humidity: Below Lower Limit;2;;False;Humidity: Below Lower Limit;number;true;false;0;;;0;1;{"0":"False","1":"True"};false;;;112-61-2;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;61;Humidity: Above Lower Limit;32;;False;Humidity: Above Lower Limit;number;true;false;0;;;0;1;{"0":"False","1":"True"};false;;;112-61-32;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;61;Luminance: Below Lower Limit;4;;False;Luminance: Below Lower Limit;number;true;false;0;;;0;1;{"0":"False","1":"True"};false;;;112-61-4;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;61;Luminance: Above Lower Limit;64;;False;Luminance: Above Lower Limit;number;true;false;0;;;0;1;{"0":"False","1":"True"};false;;;112-61-64;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;61;Ultraviolet: Below Lower Limit;8;;False;Ultraviolet: Below Lower Limit;number;true;false;0;;;0;1;{"0":"False","1":"True"};false;;;112-61-8;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;61;Ultraviolet: Above Lower Limit;128;;False;Ultraviolet: Above Lower Limit;number;true;false;0;;;0;1;{"0":"False","1":"True"};false;;;112-61-128;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;81;LED Blinking;;;Enable;LED Blinking;number;true;true;1;;;0;2;{"0":"Enable","1":"Disable (Only when PIR is triggered)","2":"Disable completely"};false;;;112-81;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;101;Automatic Report: Group 1 - Battery;1;;Disable;Automatic Report: Group 1 - Battery;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-101-1;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;101;Automatic Report: Group 1 - Ultraviolet;16;;Enable;Automatic Report: Group 1 - Ultraviolet;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-101-16;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;101;Automatic Report: Group 1 - Temperature;32;;Enable;Automatic Report: Group 1 - Temperature;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-101-32;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;101;Automatic Report: Group 1 - Humidity;64;;Enable;Automatic Report: Group 1 - Humidity;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-101-64;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;101;Automatic Report: Group 1 - Luminance;128;;Enable;Automatic Report: Group 1 - Luminance;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-101-128;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;102;Automatic Report: Group 2 - Battery;1;;Disable;Automatic Report: Group 2 - Battery;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-102-1;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;102;Automatic Report: Group 2 - Ultraviolet;16;;Disable;Automatic Report: Group 2 - Ultraviolet;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-102-16;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;102;Automatic Report: Group 2 - Temperature;32;;Disable;Automatic Report: Group 2 - Temperature;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-102-32;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;102;Automatic Report: Group 2 - Humidity;64;;Disable;Automatic Report: Group 2 - Humidity;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-102-64;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;102;Automatic Report: Group 2 - Luminance;128;;Disable;Automatic Report: Group 2 - Luminance;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-102-128;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;103;Automatic Report: Group 3 - Battery;1;;Disable;Automatic Report: Group 3 - Battery;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-103-1;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;103;Automatic Report: Group 3 - Ultraviolet;16;;Disable;Automatic Report: Group 3 - Ultraviolet;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-103-16;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;103;Automatic Report: Group 3 - Temperature;32;;Disable;Automatic Report: Group 3 - Temperature;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-103-32;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;103;Automatic Report: Group 3 - Humidity;64;;Disable;Automatic Report: Group 3 - Humidity;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-103-64;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;103;Automatic Report: Group 3 - Luminance;128;;Disable;Automatic Report: Group 3 - Luminance;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-103-128;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;64;Automatic Temperature Reporting Unit;;;Celsius;Automatic Temperature Reporting Unit;number;true;true;1;;;1;2;{"1":"Celsius","2":"Fahrenheit"};false;;;112-64;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;111;Automatic Reporting Interval: Group 1;;;600;Automatic Reporting Interval: Group 1;number;true;true;600;;seconds;1;2678400;;true;;;112-111;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;112;Automatic Reporting Interval: Group 2;;;3600;Automatic Reporting Interval: Group 2;number;true;true;600;;seconds;1;2678400;;true;;;112-112;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;113;Automatic Reporting Interval: Group 3;;;3600;Automatic Reporting Interval: Group 3;number;true;true;600;;seconds;1;2678400;;true;;;112-113;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;201;Temperature Calibration Unit;255;;Celsius;Temperature Calibration Unit;number;true;true;1;;;1;2;{"1":"Celsius","2":"Fahrenheit"};false;;;112-201-255;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;201;Temperature Calibration Offset;65280;;0;Temperature Calibration Offset;number;true;true;0;;0.1 °C/°F;-128;127;;true;;;112-201-65280;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;202;Humidity Sensor Calibration;;;0;Humidity Sensor Calibration;number;true;true;0;;% rH;-50;50;;true;;;112-202;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;203;Luminance Sensor Calibration;;;0;Luminance Sensor Calibration;number;true;true;0;;lux;-1000;1000;;true;;;112-203;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;204;Ultraviolet Sensor Calibration;;;0;Ultraviolet Sensor Calibration;number;true;true;0;;;-10;10;;true;;;112-204;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;252;Lock Configuration;;;Disable;Lock Configuration;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-252;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;2;Wake Device for 10 minutes After Power On;;;undefined;Wake Device for 10 minutes After Power On;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-2;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;100;Reset Parameters 101-103 to Default Values;;;undefined;Reset Parameters 101-103 to Default Values;number;false;true;0;;;0;1;{"0":"Normal Operation","1":"Reset"};false;;;112-100;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;110;Reset Parameters 111-113 to Default Values;;;undefined;Reset Parameters 111-113 to Default Values;number;false;true;0;;;0;1;{"0":"Normal Operation","1":"Reset"};false;;;112-110;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;112;Configuration;0;255;Reset to Factory Default Setting;;;undefined;Reset to Factory Default Setting;number;false;true;0;;;0;1431655765;{"0":"Normal Operation","1":"Resets all configuration parameters to default setting","1431655765":"Reset the product to factory default setting and exclude from Z-Wave network"};false;;;112-255;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;113;Notification;0;Home Security;Home Security;Cover status;Cover status;idle;Cover status;number;true;false;;;;0;255;{"0":"idle","3":"Tampering, product cover removed"};;{"notificationType":7};;113-Home_Security-Cover_status;event;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;113;Notification;0;Home Security;Home Security;Motion sensor status;Motion sensor status;idle;Motion sensor status;number;true;false;;;;0;255;{"0":"idle","8":"Motion detection"};;{"notificationType":7};;113-Home_Security-Motion_sensor_status;event;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;113;Notification;0;alarmType;alarmType;;;0;Alarm Type;number;true;false;;;;0;255;;;;;113-alarmType;event;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;113;Notification;0;alarmLevel;alarmLevel;;;0;Alarm Level;number;true;false;;;;0;255;;;;;113-alarmLevel;event;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;114;Manufacturer Specific;0;manufacturerId;manufacturerId;;;134;Manufacturer ID;number;true;false;;;;0;65535;;;;;114-manufacturerId;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;114;Manufacturer Specific;0;productType;productType;;;258;Product type;number;true;false;;;;0;65535;;;;;114-productType;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;114;Manufacturer Specific;0;productId;productId;;;100;Product ID;number;true;false;;;;0;65535;;;;;114-productId;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;128;Battery;0;level;level;;;100;Battery level;number;true;false;;;%;0;100;;;;;128-level;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;128;Battery;0;isLow;isLow;;;false;Low battery level;boolean;true;false;;;;;;;;;;128-isLow;property;boolean;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;132;Wake Up;0;wakeUpInterval;wakeUpInterval;;;600;undefined;number;false;true;3600;;;240;3600;;;;;132-wakeUpInterval;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;132;Wake Up;0;controllerNodeId;controllerNodeId;;;26;Node ID of the controller;any;true;false;;;;;;;;;;132-controllerNodeId;property;any;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;134;Version;0;libraryType;libraryType;;;Enhanced Slave;Library type;number;true;false;;;;;;{"0":"Unknown","1":"Static Controller","2":"Controller","3":"Enhanced Slave","4":"Slave","5":"Installer","6":"Routing Slave","7":"Bridge Controller","8":"Device under Test","9":"N/A","10":"AV Remote","11":"AV Device"};;;;134-libraryType;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;134;Version;0;protocolVersion;protocolVersion;;;4.54;Z-Wave protocol version;string;true;false;;;;;;;;;;134-protocolVersion;property;string;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;134;Version;0;firmwareVersions;firmwareVersions;;;1.10;Z-Wave chip firmware versions;string[];true;false;;;;;;;;;;134-firmwareVersions;property;string[];
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);11;134;Version;0;hardwareVersion;hardwareVersion;;;100;Z-Wave chip hardware version;number;true;false;;;;;;;;;;134-hardwareVersion;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;48;Binary Sensor;0;Any;Any;;;false;Sensor state (Any);boolean;true;false;;;;;;;;{"sensorType":255};;48-Any;event;boolean;hiveot:prop:alarm:status
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;49;Multilevel Sensor;0;Air temperature;Air temperature;;;17.3;Air temperature;number;true;false;;;°C;;;;;{"sensorType":1,"scale":0};;49-Air_temperature;event;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;49;Multilevel Sensor;0;Illuminance;Illuminance;;;1;Illuminance;number;true;false;;;Lux;;;;;{"sensorType":3,"scale":1};;49-Illuminance;event;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;49;Multilevel Sensor;0;Humidity;Humidity;;;50;Humidity;number;true;false;;;%;;;;;{"sensorType":5,"scale":0};;49-Humidity;event;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;49;Multilevel Sensor;0;Ultraviolet;Ultraviolet;;;0;Ultraviolet;number;true;false;;;;;;;;{"sensorType":27,"scale":0};;49-Ultraviolet;event;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;2;Wake Device for 10 minutes After Power On;;;Disable;Wake Device for 10 minutes After Power On;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-2;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;3;PIR Sensor Timeout;;;240;PIR Sensor Timeout;number;true;true;240;;;10;3600;;true;;;112-3;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;4;PIR Sensitivity;;;5;PIR Sensitivity;number;true;true;5;;;0;5;;true;;;112-4;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;5;Motion Sensor Report Type to Send;;;Binary Sensor CC Report;Motion Sensor Report Type to Send;number;true;true;1;;;1;2;{"1":"Basic CC Report","2":"Binary Sensor CC Report"};false;;;112-5;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;8;Wake Up Timeout;;;15;Wake Up Timeout;number;true;true;15;;seconds;8;127;;true;;;112-8;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;9;Current Power Mode;65280;;USB Power;Current Power Mode;number;true;false;0;;;0;1;{"0":"USB Power","1":"Battery"};false;;;112-9-65280;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;9;Sleep State;255;;Always awake on USB power;Sleep State;number;true;false;0;;;0;2;{"0":"Asleep","1":"Awake","2":"Always awake on USB power"};false;;;112-9-255;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;39;Low Battery Threshold;;;20;Low Battery Threshold;number;true;true;20;;%;10;50;;true;;;112-39;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;40;Selective Reporting;;;Disable;Selective Reporting;number;true;true;0;Report only when the defined threshold is exceeded; description: Report only when the defined threshold is exceeded;;0;1;{"0":"Disable","1":"Enable"};false;;;112-40;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;41;Temperature Threshold Unit;3840;;Celsius;Temperature Threshold Unit;number;true;true;1;;;1;2;{"1":"Celsius","2":"Fahrenheit"};false;;;112-41-3840;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;41;Temperature Change Threshold;4294901760;;16;Temperature Change Threshold;number;true;true;20;;0.1 °C/°F;10;2120;;true;;;112-41-4294901760;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;42;Humidity Change Threshold;;;10;Humidity Change Threshold;number;true;true;10;;%;1;100;;true;;;112-42;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;43;Luminance Change Threshold;;;30;Luminance Change Threshold;number;true;true;100;;lux;1;1000;;true;;;112-43;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;44;Battery Level Threshold;;;10;Battery Level Threshold;number;true;true;10;;%;1;100;;true;;;112-44;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;45;Ultraviolet Change Threshold;;;2;Ultraviolet Change Threshold;number;true;true;2;;;1;11;;true;;;112-45;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;46;Low Temperature Alarm (-15 °C);;;Disable;Low Temperature Alarm (-15 °C);number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-46;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;48;Report Below Temperature Threshold;1;;Disable;Report Below Temperature Threshold;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-48-1;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;48;Report Below Humidity Threshold;2;;Disable;Report Below Humidity Threshold;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-48-2;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;48;Report Below Luminance Threshold;4;;Disable;Report Below Luminance Threshold;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-48-4;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;48;Report Below Ultraviolet Threshold;8;;Disable;Report Below Ultraviolet Threshold;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-48-8;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;48;Report Above Temperature Threshold;16;;Disable;Report Above Temperature Threshold;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-48-16;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;48;Report Above Humidity Threshold;32;;Disable;Report Above Humidity Threshold;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-48-32;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;48;Report Above Luminance Threshold;64;;Disable;Report Above Luminance Threshold;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-48-64;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;48;Report Above Ultraviolet Threshold;128;;Disable;Report Above Ultraviolet Threshold;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-48-128;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;49;Upper Temperature Limit Unit;3840;;Fahrenheit;Upper Temperature Limit Unit;number;true;true;1;;;1;2;{"1":"Celsius","2":"Fahrenheit"};false;;;112-49-3840;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;49;Upper Temperature Limit;4294901760;;824;Upper Temperature Limit;number;true;true;280;;0.1 °C/°F;-400;2120;;true;;;112-49-4294901760;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;50;Lower Temperature Limit Unit;3840;;Fahrenheit;Lower Temperature Limit Unit;number;true;true;1;;;1;2;{"1":"Celsius","2":"Fahrenheit"};false;;;112-50-3840;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;50;Lower Temperature Limit;4294901760;;320;Lower Temperature Limit;number;true;true;0;;0.1 °C/°F;-400;2120;;true;;;112-50-4294901760;property;number;
